# General
## Title
### Electricity Demand
## Abstract
### CMIP5
## Date
### 2021-05-17
## Date type
### Publication: Date identifies when the data was issued
## Unit
### MW hours
## URL
### https://cds.climate.copernicus.eu/
## Data format
### CSV
## Keywords
### ERA5 : reanalysis : Copernicus : C3S : C3S Energy : WEMC
## Point of contact
### Individual name
#### Alberto Troccoli
### Electronic mail address
#### info@wemcouncil.org
### Organisation name
#### World Energy & Meteorology Council
### Role
#### Owner: Party that owns the resource
# Usage
## Access constraints
### Intellectual property rights: The IP of these data belongs to the EU Copernicus programme
## Use constraints
### Creative Commons
## Citation(s)
### NA
## Temporal extent
## Begin date
### 1970-01-01-0000
## End date
### 2098-12-31-0000
## Temporal resolution
### 3 month
## Geographic bounding box
### westBoundLongitude -22.00
### eastBoundLongitude 45.00
### southBoundLatitude 27.00
### northBoundLatitude 72.00
## Spatial resolution
### NUTS0
# Lineage Statement
## Original Data Source
## Statement
### The original data sources are ECMWF ERA5 Reanalysis (available at: https://cds.climate.copernicus.eu)
#
Date,AT,BA,BE,BG,CH,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,UK
1974-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1974-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975-02-28,71956424.1,12470783.8,86900913.6,39049572.3,65025510.8,65733666.90000001,531740810.0,34501490.9,8536304.8,49102510.8,247341484.20000005,88690686.09999998,495850745.2000001,17168075.5,40894904.00000001,26282733.7,313332896.9,11022329.9,6285649.000000003,7450445.799999999,3409250.6,8165258.5,112322574.5,137182364.0,151973547.60000002,49379393.89999999,53472113.1,40285975.90000001,145127507.6,13820724.399999995,28509438.8,343008949.99999994
1975-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1975-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976-02-29,71400619.2,12470454.8,86282446.4,38556558.2,64426098.10000001,64658927.6,528010868.8,34017561.00000001,8302997.4,48735995.8,248691364.20000005,86255315.0,487362823.2,17125086.5,40776095.9,26088465.4,314597674.4,10907269.7,6277850.4,7329125.1,3411546.8,8107387.3999999985,111745418.3,133962492.0,150766253.20000002,49630480.0,53038380.7,40184244.3,141270213.0,13761042.4,28297522.4,337323296.90000004
1976-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1976-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977-02-28,72172239.40000002,12514102.8,87667396.60000001,38360495.2,65883985.8,64940472.49999999,533441813.00000006,34434211.800000004,8379115.8999999985,49274920.5,253676814.90000007,87930983.5,516556924.3,17278448.9,40837862.90000001,26600310.000000004,317954395.6,10970350.2,6311961.300000003,7362490.199999997,3451190.4000000013,8096584.7,112698015.0,137509108.09999996,151443530.29999998,50097242.0,53027374.2,40004784.60000001,145450455.6,13864155.4,28377882.6,347276511.5
1977-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1977-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978-02-28,70723573.19999999,12261718.6,86178833.0,37885430.4,65684468.7,64298686.3,529418733.3000001,34386423.599999994,8481677.3,48772950.2,250830068.0000001,88438468.19999999,497555389.3,16958926.6,40512095.5,26451793.20000001,311509050.49999994,11016079.5,6354296.6,7382250.4,3375882.0,7906802.9,112474823.2,136426421.59999996,151101312.60000002,49870554.1,52083313.3,39431387.1,145011224.9,13673610.7,28155852.9,345097898.5
1978-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1978-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979-02-28,70670898.30000001,12316235.3,85690907.1,38678053.4,64910463.80000001,63961168.79999999,528617575.4,34014959.9,8217119.800000003,48808679.49999999,248556839.90000004,86143475.8,491500955.3000001,16931926.5,40525921.8,26587178.000000004,310996823.80000013,10914252.2,6347658.200000001,7264554.699999997,3398556.6,8055824.1,112285261.0,134103396.80000004,150823914.0,49568067.5,52738103.1,39899877.7,141421732.4,13656418.8,28196641.000000004,344699274.9
1979-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1979-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-02-29,70349467.3,12395046.8,85343031.80000001,38317929.20000001,65074373.00000002,64022822.50000002,523969727.7000001,33876063.800000004,8144684.4,49359766.70000001,245413578.60000005,84417040.0,494510775.8,17138914.8,40509290.4,26357692.6,310095066.5,10880068.299999997,6308123.6000000015,7222257.1,3450294.9,8082340.3999999985,111674357.0,132509635.40000004,149345913.29999998,48850755.1,52795567.40000001,40234882.6,139811630.1,13625386.2,28085898.5,342757590.70000005
1980-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1980-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981-02-28,71188011.0,12507470.999999998,86310677.80000001,38768797.1,66693246.60000001,65231203.10000001,530020485.8,34431275.800000004,8352219.6000000015,48875301.5,251124704.90000004,86324349.9,505442995.6,17289221.599999998,40752200.4,26433619.9,313434202.8,10987292.0,6351449.400000001,7334308.8,3450480.6000000006,8125566.3999999985,112806613.5,134876066.2,151114906.39999998,49581630.1,52860841.10000001,40475642.0,142742772.79999998,13752629.8,28371963.1,344821760.4000001
1981-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1981-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982-02-28,70442865.0,12336223.3,86278436.80000001,38422576.7,65012148.1,64725196.4,528242726.6,34185906.1,8230703.8999999985,48524102.2,248982092.40000004,85640865.19999999,496896880.2,17099721.3,40679258.1,26498188.4,310042895.9,10925708.4,6321727.8999999985,7265782.0,3394341.0000000005,7976793.9,112511576.3,133817944.0,150589235.89999998,49420377.3,52732681.80000001,39922403.1,141241349.3,13650405.099999998,28155102.3,345849922.5
1982-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1982-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-02-28,70247646.0,12214903.6,85422063.79999998,37356484.0,64511763.5,63471770.2,525472885.00000006,33926677.5,8098054.599999999,48604318.0,246283512.8,84214417.10000001,490099222.7000001,16937099.400000002,40463246.1,26618713.6,310332789.1,10890086.1,6316661.999999999,7226742.9,3370511.0000000005,7851096.300000003,111873722.8,133175212.20000002,149778191.0,49021915.50000001,52201296.0,39151711.1,140032591.40000004,13602285.7,28006945.20000001,343924287.20000005
1983-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1983-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-02-29,70153095.1,12388790.2,85301539.6,39381986.3,64957147.8,64308647.9,524609799.3,33912090.0,8216759.999999999,49184496.5,247431982.3,85557324.7,490157465.7,16963237.100000005,40458747.7,26427803.7,309026591.10000014,10910130.9,6311171.3,7263999.000000003,3433398.3,8173795.8,111802878.5,132651730.50000004,149853180.70000002,49188973.1,52865137.0,40303918.2,140679350.1,13570894.0,28199044.4,341321809.30000013
1984-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1984-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985-02-28,70247796.7,12342485.3,85757700.4,38771643.90000001,65545059.40000001,64465586.59999999,527730967.1,34247927.50000001,8263817.9,49068845.9,248516043.60000008,86476986.89999999,494307709.6000001,17119332.399999995,40592561.7,26599328.40000001,312286389.60000014,10926096.9,6341802.8,7268002.999999999,3399110.0,8040765.499999999,112385714.2,134767654.2,150245896.9,49614847.99999999,52316822.1,39988415.40000001,141971440.9,13672127.3,28209689.9,343039880.99999994
1985-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1985-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986-02-28,69640752.69999999,12132238.1,85248346.60000001,37235333.7,64369678.3,63180367.7,522085777.2000001,33798980.800000004,8052866.000000001,48265503.1,245155731.90000004,85331372.4,485502085.9,16724877.5,40093015.10000001,26739281.0,307834275.1,10802217.9,6317072.7,7147692.7,3324657.1000000006,7809276.4,111623615.1,134219248.60000002,148541696.1,49193067.8,51429484.10000001,38736356.5,139997005.9,13437502.3,27833127.1,344911190.5
1986-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1986-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987-02-28,70926462.8,12463031.8,85706234.10000001,38208708.2,65053688.40000001,64215974.70000001,528529216.3000001,34061526.599999994,8152993.800000003,49201314.6,247260490.6,85452493.69999999,497146869.7000001,17525557.199999996,41145634.6,26488527.500000004,316625672.6,10924663.7,6322864.2,7254158.3,3502929.9,8066784.3,112685369.5,134641969.59999996,150431630.7,48917399.9,52720389.2,40310936.00000001,141979480.29999998,13793598.8,28341215.9,341615546.40000004
1987-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1987-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988-02-29,70658299.8,12500900.699999996,85654933.50000001,39496912.5,64943369.3,64912467.1,525743116.7999999,34054629.2,8394304.7,49550773.59999999,244037131.6,87596816.4,486122589.5,17159189.1,40679594.6,26291267.8,310398383.9,10936815.4,6312463.0,7318362.2,3482935.5000000005,8296872.6,112004862.1,134933441.1,150574214.0,48577494.9,53214614.50000001,40943879.3,143120335.19999996,13641747.9,28295092.3,342239281.5
1988-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1988-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-02-28,70368135.30000001,12305827.7,85587123.4,37745074.69999999,64629682.9,63645805.3,526898617.4,34110718.0,8286113.700000001,49139367.69999999,251785304.20000005,85438843.0,492518122.1,17123625.0,40642790.3,26334797.4,314636107.50000006,10968481.9,6327203.5,7327404.1000000015,3427802.1,7918377.9,112523557.8,133859453.9,150571735.40000004,49687065.5,52323310.00000001,39390316.40000001,141372821.90000004,13657013.8,28102987.3,342289556.3
1989-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1989-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-02-28,69959968.19999999,12246113.299999995,85173395.9,37804282.2,65016433.1,63650454.40000001,524653499.8,33829188.0,8049708.2,48092271.3,247310824.20000005,83094766.29999998,487489252.2000001,16835297.7,40108108.90000001,26268867.6,308941777.2,10852074.8,6320811.299999999,7194879.6,3367712.7000000007,7910458.800000003,111914468.3,130544463.70000002,149362047.80000004,49070555.3,51862316.6,39321958.99999999,138406663.00000003,13522178.9,27870581.500000004,339026867.8
1990-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1990-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-02-28,69628224.39999999,12276714.2,84962279.9,37982926.3,64057512.2,63080677.40000001,522799926.2000001,33745863.2,8122989.1,49161663.3,247146524.4,85423047.79999998,484557042.3,16958123.4,40267057.2,26064621.70000001,311217534.50000006,10828890.6,6299533.1,7190289.1000000015,3409505.3,7991798.1000000015,111749967.1,131799702.4,149035315.5,49053763.60000001,52528799.6,39418215.39999999,140045293.4,13499306.8,27915531.90000001,335620791.9
1991-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1991-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992-02-29,70137347.8,12294079.4,85006222.7,37959210.90000001,64248305.90000001,63446587.40000001,523798587.7,33712450.5,8025703.200000001,48602953.1,244786860.7,84390892.00000001,486714241.9,16940620.9,40274849.79999999,26093743.5,308784166.3,10838084.3,6309975.0,7155627.699999997,3388584.6000000006,7975427.8,111764427.9,130963979.3,149088580.9,48738210.89999999,52207913.40000001,39629847.60000001,138601158.0,13539698.9,27964805.8,336998082.4
